Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,Country,Employment,ConvertedCompYearly
18-24 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,2.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",33758.0
25-34 years old,Remote,Some college/university study without earning a degree,6.0,5.0,Kenya,"Employed, full-time",60000.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,16.0,Portugal,"Employed, full-time",63799.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,4.0,India,"Employed, full-time",21534.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,15.0,United States of America,"Employed, full-time",150000.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,10.0,Dominican Republic,"Independent contractor, freelancer, or self-employed",106500.0
25-34 years old,Remote,Some college/university study without earning a degree,13.0,9.0,Serbia,"Employed, full-time",39740.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10.0,Canada,"Employed, full-time",65060.0
45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,24.0,United States of America,"Employed, full-time",190000.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,8.0,United States of America,"Employed, full-time",108000.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,7.0,India,"Employed, full-time",15.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,10.0,Bangladesh,"Independent contractor, freelancer, or self-employed;Employed, part-time",2549.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,4.0,India,"Employed, full-time",35890.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,3.0,United States of America,"Employed, full-time",100000.0
25-34 years old,In-person,Some college/university study without earning a degree,12.0,8.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",53503.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,6.0,United States of America,"Employed, full-time",110000.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,0.0,United States of America,"Employed, full-time",87000.0
18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,3.0,Israel,"Employed, full-time",103619.0
45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,34.0,26.0,United States of America,"Employed, full-time",180000.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,8.0,Austria,"Employed, full-time",85925.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,10.0,United States of America,"Employed, full-time",65000.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,3.0,Kenya,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Student, part-time",5581.0
35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,6.0,3.0,United States of America,"Employed, full-time",98000.0
25-34 years old,Remote,Some college/university study without earning a degree,8.0,7.0,France,"Employed, full-time",75184.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5.0,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed",67666.0
25-34 years old,In-person,Some college/university study without earning a degree,6.0,2.0,United States of America,"Employed, full-time",55000.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,7.0,Germany,"Employed, full-time",67129.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,1.0,Pakistan,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",538.0
45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,27.0,24.0,Italy,"Employed, full-time",42962.0
55-64 years old,Remote,Some college/university study without earning a degree,30.0,33.0,Germany,"Employed, full-time",96666.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,6.0,United States of America,"Employed, full-time",86900.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10.0,United States of America,"Employed, full-time",123000.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,2.0,United States of America,"Employed, full-time",104000.0
18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,2.0,Russian Federation,"Employed, full-time",28011.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,16.0,Poland,"Independent contractor, freelancer, or self-employed",76714.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,4.0,Republic of Korea,"Employed, full-time",50773.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,3.0,United States of America,"Employed, full-time",70000.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,13.0,United States of America,"Employed, full-time",141000.0
55-64 years old,Remote,"Associate degree (A.A., A.S., etc.)",25.0,25.0,Denmark,"Employed, full-time",122402.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,19.0,Italy,"Independent contractor, freelancer, or self-employed",161109.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,2.0,Belgium,"Employed, full-time",30933.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,6.0,Brazil,"Employed, full-time;Independent contractor, freelancer, or self-employed",42000.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,1.0,"Venezuela, Bolivarian Republic of...","Employed, part-time;Retired",8.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,2.0,Ukraine,"Employed, full-time;Student, full-time",2000.0
45-54 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,32.0,18.0,Netherlands,"Employed, full-time",69814.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,7.0,Portugal,"Employed, full-time",48333.0
18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,3.0,Brazil,"Employed, full-time;Independent contractor, freelancer, or self-employed",46622.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,26.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",152865.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,7.0,Czech Republic,"Employed, full-time;Employed, part-time",73839.0
65 years or older,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,25.0,United States of America,"Independent contractor, freelancer, or self-employed",120000.0
Under 18 years old,Remote,Primary/elementary school,5.0,1.0,Poland,"Student, full-time;Employed, part-time",592.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,11.0,Italy,"Employed, full-time",41888.0
25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,2.0,1.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",28662.0
35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10.0,3.0,Colombia,"Employed, full-time",14474.0
45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,23.0,Germany,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",53703.0
45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,20.0,United States of America,"Employed, full-time",200000.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,4.0,Russian Federation,"Employed, full-time",3137.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,13.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",121018.0
45-54 years old,Remote,Some college/university study without earning a degree,37.0,28.0,Romania,"Independent contractor, freelancer, or self-employed;Employed, part-time",53703.0
25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,8.0,Brazil,"Employed, full-time",58184.0
18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,0.0,Italy,"Employed, full-time",19333.0
35-44 years old,Remote,Some college/university study without earning a degree,12.0,10.0,Spain,"Employed, full-time",96666.0
18-24 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",9.0,4.0,Russian Federation,"Employed, full-time",107563.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,4.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",63694.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,4.0,United States of America,"Employed, full-time",145000.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,2.0,Germany,"Employed, full-time",51555.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,6.0,India,"Employed, full-time",89726.0
55-64 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,30.0,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",170000.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,17.0,United States of America,"Employed, full-time",230000.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,8.0,Germany,"Employed, full-time",85925.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,16.0,United States of America,"Employed, full-time",180000.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,4.0,United States of America,"Employed, full-time",140000.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,7.0,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",120000.0
18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,3.0,United Kingdom of Great Britain and Northern Ireland,"Independent contractor, freelancer, or self-employed",63694.0
55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,30.0,Brazil,"Employed, full-time",37297.0
45-54 years old,Remote,Some college/university study without earning a degree,27.0,21.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",70063.0
55-64 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44.0,28.0,Sweden,"Employed, full-time",61046.0
35-44 years old,Remote,Some college/university study without earning a degree,20.0,7.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",280253.0
35-44 years old,Remote,Some college/university study without earning a degree,15.0,12.0,United States of America,"Employed, full-time",170000.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,4.0,Finland,"Employed, full-time",53703.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,3.0,China,"Employed, full-time",55190.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,3.0,Zimbabwe,"Employed, full-time;Independent contractor, freelancer, or self-employed",100000.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,7.0,Cuba,"Employed, full-time",10800.0
18-24 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,1.0,Russian Federation,"Student, full-time;Employed, part-time",6723.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,16.0,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",121000.0
35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11.0,11.0,Canada,"Employed, full-time",101770.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,21.0,Romania,"Employed, full-time;Independent contractor, freelancer, or self-employed",129464.0
35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,20.0,9.0,United States of America,"Employed, full-time",147000.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,21.0,United States of America,"Employed, full-time",185000.0
35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11.0,10.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",84458.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,7.0,United States of America,"Employed, full-time",130000.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5.0,United States of America,"Employed, full-time",125000.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,4.0,Canada,"Employed, full-time",58154.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,15.0,Peru,"Employed, full-time",52812.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,11.0,Germany,"Employed, full-time",60147.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,12.0,United States of America,"Employed, full-time",143000.0
45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32.0,28.0,United States of America,"Employed, full-time",130000.0
35-44 years old,Remote,Some college/university study without earning a degree,20.0,12.0,Ukraine,"Independent contractor, freelancer, or self-employed;Employed, part-time",2962.0
25-34 years old,Remote,Some college/university study without earning a degree,8.0,6.0,Colombia,"Employed, full-time;Independent contractor, freelancer, or self-employed",15.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,8.0,United States of America,"Employed, full-time",142000.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,6.0,Germany,"Employed, full-time",64444.0
18-24 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,3.0,Ukraine,"Employed, full-time",741.0
45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29.0,25.0,United States of America,"Employed, full-time",185000.0
35-44 years old,Remote,Some college/university study without earning a degree,20.0,20.0,Spain,"Independent contractor, freelancer, or self-employed;Employed, part-time",118147.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,2.0,Hungary,"Employed, full-time",32610.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,3.0,Ethiopia,"Employed, full-time",435.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,2.0,Ukraine,"Employed, full-time",14600.0
